id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1494866361868505091,1494866361868505091,2022-02-19 09:48:08 WIB,2022-02-19,09:48:08,+0700,174601238,sctv,SCTV,,"Berita lainnya:  https://t.co/qb6lW4Vzxl    Mabes Polri Naikan status kasus Binomo ke tahap penyidikan. Sementara, Crazy Rich asal Medan, Indra Kenz yang mangkir dari panggilan sebelumnya karena tengah berobat ke Turki akan dijadwalkan ulang. #Liputan6SCTV  https://t.co/Mk56abjqBm",in,[],['https://bit.ly/3kmm1Xc'],[],0,0,0,['liputan6sctv'],[],https://twitter.com/SCTV/status/1494866361868505091,False,,1,https://pbs.twimg.com/amplify_video_thumb/1494827741476421632/img/b5pkUI3RJObaSt2u.jpg,,,,,,,[],,,,
1494865667698216961,1494858910003793921,2022-02-19 09:45:23 WIB,2022-02-19,09:45:23,+0700,2299579934,pungky910,Rendy ESTAKA,,"@HHIRA_ONE @republikaonline 70% bisa, 30% ke luar negeri, tepatnya di Tel Aviv israel, bandarnya Binomo",in,[],[],[],1,0,0,[],[],https://twitter.com/pungky910/status/1494865667698216961,False,,0,,,,,,,,"[{'screen_name': 'HHIRA_ONE', 'name': 'HIRA ONE', 'id': '1472809425907814401'}, {'screen_name': 'republikaonline', 'name': 'Republika.co.id', 'id': '22126902'}]",,,,
1494865193737723906,1494865193737723906,2022-02-19 09:43:30 WIB,2022-02-19,09:43:30,+0700,2299579934,pungky910,Rendy ESTAKA,,"Binary Option : Penipuan dari Israel. Indra kenz, Doni Salmanan, Captain Vincent, Kenwilboy, erwinlaisuman, nodiewakgenk, efkahfajar, masih banyak lagi, adalah penipu BO. App: Binomo, Quotex, Olymtrade, Oxtrade, IQ Option, Rubrik Trade, FBS option dll. Aplikasi Illegal.  https://t.co/nryuqi634E",in,[],[],[],0,1,2,[],[],https://twitter.com/pungky910/status/1494865193737723906,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1494865098963238913/pu/img/n3-O4BuZzBjNAbda.jpg,,,,,,,[],,,,
1494865190969815041,1494864316440641543,2022-02-19 09:43:29 WIB,2022-02-19,09:43:29,+0700,919690116372639744,petite_khrab,😈 # Han Serdadu 👑,,@tanyakanrl Ini owner binomo ya?,in,[],[],[],0,0,0,[],[],https://twitter.com/petite_khrab/status/1494865190969815041,False,,0,,,,,,,,"[{'screen_name': 'tanyakanrl', 'name': 'Tanyarl : ON 💚', 'id': '1331650559518990336'}]",,,,
1494864744091729921,1494864744091729921,2022-02-19 09:41:42 WIB,2022-02-19,09:41:42,+0700,788835760099188736,felipe96estevam,Felipe Estevam,,Eu não aguento mais a porra do comercial da Binomo no YT.  #BinomoFDP,pt,[],[],[],0,0,0,['binomofdp'],[],https://twitter.com/Felipe96Estevam/status/1494864744091729921,False,,0,,,,,,,,[],,,,
1494864391770148871,1494864391770148871,2022-02-19 09:40:18 WIB,2022-02-19,09:40:18,+0700,69183155,detikcom,detikcom,,"Korban Binomo merasa heran atas kompaknya tiga afiliator Binomo yakni Indra Kenz, Doni Salmanan, dan Nodiewakgenk, mendatangi rumah sakit..  https://t.co/uojo71T4ea",in,[],['https://news.detik.com/berita/d-5949113/korban-binomo-sindir-indra-kenz-2-afiliator-kompak-ke-rs-apa-mereka-janjian?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1645236896-1'],[],13,3,17,[],[],https://twitter.com/detikcom/status/1494864391770148871,False,,0,,,,,,,,[],,,,
1494864302301671424,1494863884330881024,2022-02-19 09:39:57 WIB,2022-02-19,09:39:57,+0700,1241677025531707392,hatesunday,yung binomo,,@Saham_fess sabtu saatnya buka tiktok nder,in,[],[],[],0,0,0,[],[],https://twitter.com/hatesunday/status/1494864302301671424,False,,0,,,,,,,,"[{'screen_name': 'Saham_fess', 'name': 'Sahamfess 📈', 'id': '1336580251493646343'}]",,,,
1494864273935597568,1494864273935597568,2022-02-19 09:39:50 WIB,2022-02-19,09:39:50,+0700,406250642,akustraightedge,duyduyduy,,oleh panggilan polisi kok drama loro barang kuntul BA binomo,in,[],[],[],0,0,0,[],[],https://twitter.com/akustraightedge/status/1494864273935597568,False,,0,,,,,,,,[],,,,
1494864139101028363,1494864139101028363,2022-02-19 09:39:18 WIB,2022-02-19,09:39:18,+0700,829366551446818816,asumsico,Asumsi,,"Indra Kenz melalui akun media sosialnya menawarkan keuntungan melalui Binomo. Padahal, Binomo merupakan salah satu aplikasi trading ilegal yang diblokir oleh Bappebti Kementerian Perdagangan (Kemendag).   https://t.co/JMe4HGd6ob",in,[],['https://asumsi.co/post/10051/status-kasus-binomo-indra-kenz-naik-ke-penyidikan'],[],0,1,7,[],[],https://twitter.com/asumsico/status/1494864139101028363,False,,0,,,,,,,,[],,,,
1494863684199645185,1494849473935142915,2022-02-19 09:37:30 WIB,2022-02-19,09:37:30,+0700,746027037572227072,hayder_imron,Imron H. F. Rozie,,@maman1965 Namanya binomo Kog ganti domino sih Domino tu pizza,in,[],[],[],1,0,1,[],[],https://twitter.com/hayder_imron/status/1494863684199645185,False,,0,,,,,,,,"[{'screen_name': 'maman1965', 'name': 'IG : kangmaman1965', 'id': '405822983'}]",,,,
1494863172943347714,1494863172943347714,2022-02-19 09:35:28 WIB,2022-02-19,09:35:28,+0700,1451912356049526785,damazjames,james damaz,,Bongkar binomo,in,[],[],[],0,0,0,[],[],https://twitter.com/DamazJames/status/1494863172943347714,False,,0,,,,,,,,[],,,,
1494862719748829184,1494684413170700299,2022-02-19 09:33:40 WIB,2022-02-19,09:33:40,+0700,726548773,majorcraftjoe,🏴MAJOR JOKO,,@NOTASLIMBOY BPJS nya trading di Binomo kali yak? Pake murah bangeeettt,in,[],[],[],0,0,0,[],[],https://twitter.com/majorcraftjoe/status/1494862719748829184,False,,0,,,,,,,,"[{'screen_name': 'NOTASLIMBOY', 'name': 'Sammy Notaslimboy', 'id': '19190361'}]",,,,
1494862477816840195,1494669005256536064,2022-02-19 09:32:42 WIB,2022-02-19,09:32:42,+0700,1219502069834379264,kakekharam,Kakek 🔥 Bahenol,,"@hanmula @PapaeFiska Minta maaf, dan harus ganti rugi kerugian orang lain yang terpengaruh dia untuk main Binomo.",in,[],[],[],0,1,1,[],[],https://twitter.com/kakekharam/status/1494862477816840195,False,,0,,,,,,,,"[{'screen_name': 'hanmula', 'name': 'dr. Aulia Sp. Bucin', 'id': '206647684'}, {'screen_name': 'PapaeFiska', 'name': '🅿️🅰️🅿️🅰️ 🆒💫 🇮🇩 🇮🇩 🇮🇩', 'id': '829574102243385344'}]",,,,
1494862412905795585,1494684413170700299,2022-02-19 09:32:27 WIB,2022-02-19,09:32:27,+0700,106957354,aoiy24,Ryza Racc Man,,@andreyosh_ @NOTASLIMBOY Lu kira dipake maen binomo?? Apa slot? 😂,in,[],[],[],0,0,0,[],[],https://twitter.com/Aoiy24/status/1494862412905795585,False,,0,,,,,,,,"[{'screen_name': 'andreyosh_', 'name': 'Berlin', 'id': '816156660192247808'}, {'screen_name': 'NOTASLIMBOY', 'name': 'Sammy Notaslimboy', 'id': '19190361'}]",,,,
1494862409559060481,1494638831714574345,2022-02-19 09:32:26 WIB,2022-02-19,09:32:26,+0700,490983045,26nda26,🇲🇨,,@rendiehn Ga sklian kk binomo nya kk,in,[],[],[],0,0,0,[],[],https://twitter.com/26Nda26/status/1494862409559060481,False,,0,,,,,,,,"[{'screen_name': 'rendiehn', 'name': 'rendi!', 'id': '1490871415075401732'}]",,,,
1494861051506036736,1494847138509254656,2022-02-19 09:27:02 WIB,2022-02-19,09:27:02,+0700,589632295,cornerkickarea_,Heriansyah,,@Bolanet Main binomo,tl,[],[],[],0,0,0,[],[],https://twitter.com/cornerkickarea_/status/1494861051506036736,False,,0,,,,,,,,"[{'screen_name': 'Bolanet', 'name': 'Bola', 'id': '85537477'}]",,,,
1494859523517206528,1494696773822328837,2022-02-19 09:20:58 WIB,2022-02-19,09:20:58,+0700,2834985456,sean_alma,Imel's,,@abdulHalim81 Binomo apaan perusahaan ga jelas,in,[],[],[],1,0,0,[],[],https://twitter.com/Sean_Alma/status/1494859523517206528,False,,0,,,,,,,,"[{'screen_name': 'abdulHalim81', 'name': 'abdul halim', 'id': '70997838'}]",,,,
1494859363055403008,1494859363055403008,2022-02-19 09:20:19 WIB,2022-02-19,09:20:19,+0700,1338493523474087936,mongbahng,MUMET ☻,,ini kalo youtuber yg sering promosiin binomo terus di description box ngasih link biar yg mau gabung dapet saldo demo sekian ribu gitu termasuk afiliator juga kan? bisa keseret juga gak sih mereka?,in,[],[],[],0,0,0,[],[],https://twitter.com/mongbahng/status/1494859363055403008,False,https://twitter.com/indicolate/status/1494469895995551758,0,,,,,,,,[],,,,
1494858961845354497,1494504621016072195,2022-02-19 09:18:44 WIB,2022-02-19,09:18:44,+0700,1200451726844678144,akusiap03151800,Aku Siapa?,,@rendifebrian__ @detikcom Klo liat video dia sekarang udh ga binomo tp octa fx,in,[],[],[],0,0,0,[],[],https://twitter.com/AkuSiap03151800/status/1494858961845354497,False,,0,,,,,,,,"[{'screen_name': 'rendifebrian__', 'name': '02:26', 'id': '869366498480930816'}, {'screen_name': 'detikcom', 'name': 'detikcom', 'id': '69183155'}]",,,,
1494858916387119109,1494647603169939456,2022-02-19 09:18:33 WIB,2022-02-19,09:18:33,+0700,205199052,disinihujan,S2 tingkat ngarep,,@Andriyan_syahh @teguhinvestor Yg gw tau yutuber2 promoin binomo kebanyakan. Klo Doni S kayanya dia di Quotex yg sering dipamerin mah. CMIIW,in,[],[],[],0,0,0,[],[],https://twitter.com/disinihujan/status/1494858916387119109,False,,0,,,,,,,,"[{'screen_name': 'Andriyan_syahh', 'name': 'Andriyansyah Unan', 'id': '180951879'}, {'screen_name': 'teguhinvestor', 'name': 'Teguh Hidayat', 'id': '185523454'}]",,,,
1494858910003793921,1494858910003793921,2022-02-19 09:18:31 WIB,2022-02-19,09:18:31,+0700,22126902,republikaonline,Republika.co.id,,"#Nasional Crazy rich Indra Kenz menyampaikan permintaan maaf secara terbuka kepada para pihak yang merasa dirugikan dengan konten-konten tentang binary option yang pernah dipromosikannya, termasuk aplikasi Binomo.  #Binomo #Hukum    https://t.co/HolYfTvEx0",in,[],['https://www.republika.co.id/berita/r7iyou428/indra-kenz-minta-maaf-polri-proses-hukum-tetap-berjalan'],[],2,1,1,"['nasional', 'binomo', 'hukum']",[],https://twitter.com/republikaonline/status/1494858910003793921,False,,0,,,,,,,,[],,,,
1494858826176430082,1494696773822328837,2022-02-19 09:18:11 WIB,2022-02-19,09:18:11,+0700,70997838,abdulhalim81,abdul halim,,@Sean_Alma Kebanyakan sponsor binomo sama shopee aja ditolak.,in,[],[],[],1,0,0,[],[],https://twitter.com/abdulHalim81/status/1494858826176430082,False,,0,,,,,,,,"[{'screen_name': 'Sean_Alma', 'name': ""Imel's"", 'id': '2834985456'}]",,,,
1494858761416032258,1494858761416032258,2022-02-19 09:17:56 WIB,2022-02-19,09:17:56,+0700,379226543,ajengtravellia,Ajeng Travellia,,Lagi kalut banget!  sampe jarang buat update twitter. Kalutnya kenapa? Hampir 50 jt duit gua melayang. Gara2 binomo &amp; arisan online. My conclusion is ga ada hasilin uang secara instan. Cari cuan yg paling tepat ya kerja keras!,in,[],[],[],1,0,1,[],[],https://twitter.com/AjengTravellia/status/1494858761416032258,False,,0,,,,,,,,[],,,,
1494858634613903361,1494858634613903361,2022-02-19 09:17:26 WIB,2022-02-19,09:17:26,+0700,1151080914,larosmedia,Laros Media,,"Bak Telan Ludah Sendiri, Indra Kenz Lakukan Ini Pada Korban Binomo Investasi Bodong  https://t.co/bWGLYTMPKg",in,[],['https://www.laros.id/entertainment/pr-2392712004/bak-telan-ludah-sendiri-indra-kenz-lakukan-ini-pada-korban-binomo-investasi-bodong'],[],0,0,0,[],[],https://twitter.com/LarosMedia/status/1494858634613903361,False,,0,,,,,,,,[],,,,
1494858002318655492,1494504621016072195,2022-02-19 09:14:55 WIB,2022-02-19,09:14:55,+0700,1307155679203880960,makanapaaj4,iyi vitsin biir kili kini civid gi mimbirit,,"@detikcom banyak yg marah dgn afiliator binomo ini tp herannya mrk2 bnyk jg yg ga nyadar klo kelakuan afiliator ini persis kyak kelakuan bajerRp yg dibayar buat ngangkat2 politisi busuk yg kualitasnya hanya seputar pencitraan sj misalnya masuk gorong2, membual dgn janji palsu, dll",in,[],[],[],0,0,0,[],[],https://twitter.com/MakanApaAj4/status/1494858002318655492,False,,0,,,,,,,,"[{'screen_name': 'detikcom', 'name': 'detikcom', 'id': '69183155'}]",,,,
1494857689469689862,1494856529841123331,2022-02-19 09:13:40 WIB,2022-02-19,09:13:40,+0700,1241677025531707392,hatesunday,yung binomo,,@livyyrenata learn depoknese liv lemme teach u,en,[],[],[],0,0,0,[],[],https://twitter.com/hatesunday/status/1494857689469689862,False,,0,,,,,,,,"[{'screen_name': 'livyyrenata', 'name': 'livy 🧸', 'id': '1276544638313091072'}]",,,,
1494857529481826305,1494857529481826305,2022-02-19 09:13:02 WIB,2022-02-19,09:13:02,+0700,1351664758848540673,beritasubang_pr,Berita Subang - Pikiran Rakyat Media,,"Setelah Indra Kenz, Bareskrim Kejar Pemilik Binomo, Bagaimana DNA Pro dan Net 89  https://t.co/x4MMsl70a6",in,[],['https://beritasubang.pikiran-rakyat.com/ekbis/pr-1333775124/setelah-indra-kenz-bareskrim-kejar-pemilik-binomo-bagaimana-dna-pro-dan-net-89?utm_source=dlvr.it&utm_medium=twitter'],[],0,4,0,[],[],https://twitter.com/BeritaSubang_PR/status/1494857529481826305,False,,0,,,,,,,,[],,,,
1494857214485737476,1494496256575827969,2022-02-19 09:11:47 WIB,2022-02-19,09:11:47,+0700,1479292514729279490,julian_nagano,Julian Nagano,,@msaid_didu Calon diKORUPSI Diputer di Binomo  🤭🤭🤭,in,[],[],[],0,0,0,[],[],https://twitter.com/Julian_Nagano/status/1494857214485737476,False,,0,,,,,,,,"[{'screen_name': 'msaid_didu', 'name': 'Muhammad Said Didu', 'id': '1117990249806721024'}]",,,,
1494857023993020417,1494508217732599810,2022-02-19 09:11:02 WIB,2022-02-19,09:11:02,+0700,1068860753929678850,yareyareda_z,yaredaza,,@englishfess_ I think main kripto. I guess main binomo,en,[],[],[],0,0,0,[],[],https://twitter.com/yareyareda_z/status/1494857023993020417,False,,0,,,,,,,,"[{'screen_name': 'englishfess_', 'name': 'ON – ENGLISHFESS!', 'id': '1365297503860445184'}]",,,,
1494856888411779074,1494847166346510338,2022-02-19 09:10:29 WIB,2022-02-19,09:10:29,+0700,1347458391224930307,txtfromadrian,adrian,,@enfpthing @thv30_1995 @Askrlfess keknya yg terkait aplikasi binomo.. ternyata penipuan,in,[],[],[],0,0,0,[],[],https://twitter.com/txtfromadrian/status/1494856888411779074,False,,0,,,,,,,,"[{'screen_name': 'enfpthing', 'name': '︎ feby', 'id': '1438772972609699841'}, {'screen_name': 'thv30_1995', 'name': 'Key', 'id': '1338039245764608001'}, {'screen_name': 'Askrlfess', 'name': 'Askrlfess', 'id': '1197225394866282496'}]",,,,
1494855894974140416,1494855894974140416,2022-02-19 09:06:33 WIB,2022-02-19,09:06:33,+0700,792738950326603780,detektif_saham,Sherlock Homeless 🐢,,"Kalo kebanyakan orang tertarik dengan flexing duta2 binomo, saya juga tertarik dengan flexingnya orang ini. Kalau tidak pernah mengenal beliau, mana mau saya belajar berinvestasi?  https://t.co/7ZDYvwaTT1",in,[],[],['https://pbs.twimg.com/media/FL7Lg5vUUAIm-Jn.jpg'],0,3,7,[],[],https://twitter.com/Detektif_Saham/status/1494855894974140416,False,,1,https://pbs.twimg.com/media/FL7Lg5vUUAIm-Jn.jpg,,,,,,,[],,,,
1494855707199299586,1494683580147986434,2022-02-19 09:05:48 WIB,2022-02-19,09:05:48,+0700,217376888,p4pikris,kr1sd,,@MuhFahriUsman @CNNIndonesia Klo dari hasil gugel yg gw paham klo trading Binomo ini intinya cuma tebak2an apakah harga suatu instrumen akan 'naik' atau 'turun' dlm satu kurun waktu dan atas nilai 'Opsi' yg bisa dipilih.  Dari 👆🏻aja udh keliyatan bgt judinya ya bro... bukan jualan/trading 😁😂,in,[],[],[],0,0,0,[],[],https://twitter.com/p4piKRiS/status/1494855707199299586,False,,0,,,,,,,,"[{'screen_name': 'MuhFahriUsman', 'name': 'Kapten Revolusi', 'id': '1190314148594216963'}, {'screen_name': 'CNNIndonesia', 'name': 'CNN Indonesia', 'id': '17128975'}]",,,,
1494855111918911490,1494855111918911490,2022-02-19 09:03:26 WIB,2022-02-19,09:03:26,+0700,40649440,priscillalukita,Priscilla Lukita,,"Yang gw tau soal binary/binomo baru sampe, ya ampun ini iklan muncul mulu dehhh mau ngapain sih? 🥲",in,[],[],[],0,0,0,[],[],https://twitter.com/priscillalukita/status/1494855111918911490,False,,0,,,,,,,,[],,,,
1494854685139738628,1494504621016072195,2022-02-19 09:01:44 WIB,2022-02-19,09:01:44,+0700,1459084423475830786,gabut180898,Gaut,,"@detikcom Pasti yang maen binomo tau kalau itu ilegal. Hampir tiap tahun beritanya keluar, terus pasti tau kalo main gituan resikonya besar, terus pasti juga pada tau kalo afiliator dapat untung dari loss kalian, selama ini kan banyak yang tau.",in,[],[],[],0,0,0,[],[],https://twitter.com/Gabut180898/status/1494854685139738628,False,,0,,,,,,,,"[{'screen_name': 'detikcom', 'name': 'detikcom', 'id': '69183155'}]",,,,
1494854442059190272,1494854442059190272,2022-02-19 09:00:46 WIB,2022-02-19,09:00:46,+0700,969906570963304449,janusjanusjan,Jan,,"Menjerumuskan banyak orang ke jurang demi harta duniawi. Bedanya kalo koruptor nilep duit diem2, ini koar2 nanem harapan ke korban2 dengan cara: 1. pamer luxury goods *cringe bgt btw* = menandakan doi sukses di binomo  2. bergaul sm public figure-   https://t.co/a7CWycoouh",in,[],['https://www.youtube.com/watch?v=9aJo7aYrNNA&t=919s'],[],1,0,0,[],[],https://twitter.com/janusjanusjan/status/1494854442059190272,False,,0,,,,,,,,[],,,,
1494854396185915392,1494854396185915392,2022-02-19 09:00:35 WIB,2022-02-19,09:00:35,+0700,1459202278577954819,marvinmitchz,Marvin Mitchell,,"Random News  Indra Kenz ke Luar Negeri, Korban Binomo Khawatir Dia Kabur dan Hilangkan Bukti -  https://t.co/MWnSJ2Wx1Y - Nasional  https://t.co/MWnSJ2Wx1Y  https://t.co/h6aYEJBTdJ",in,[],"['http://Kompas.com', 'http://Kompas.com', 'https://nasional.kompas.com/read/2022/02/16/19432761/indra-kenz-ke-luar-negeri-korban-binomo-khawatir-dia-kabur-dan-hilangkan']",[],0,0,0,[],[],https://twitter.com/marvinmitchz/status/1494854396185915392,False,,0,,,,,,,,[],,,,
1494854255416868864,1494854255416868864,2022-02-19 09:00:02 WIB,2022-02-19,09:00:02,+0700,62189297,arifamrizal,arif,,"Mudah-mudahan orang-orang makin sadar bahwa di balik “uang mudah” dari “trading-tradingan” kayak binomo atau robot2an begituan, tersimpan skenario licik para pencetusnya. Semoga gak perlu learn on the hard way",in,[],[],[],1,0,0,[],[],https://twitter.com/arifamrizal/status/1494854255416868864,False,,0,,,,,,,,[],,,,
1494854103268491264,1494844192480133120,2022-02-19 08:59:25 WIB,2022-02-19,08:59:25,+0700,2269865880,pengabdikolam,pengabdi kolam😂😂,,"@kompascom dia itu penipu dan harus bertanggung jawab atas korban2 Binomo. dia juga harusnya mengganti uang korban Binomo itu, kan crazy rich. jd harusnya sepele lah ganti uang korban penipuannya",in,[],[],[],0,0,0,[],[],https://twitter.com/PengabdiKolam/status/1494854103268491264,False,,0,,,,,,,,"[{'screen_name': 'kompascom', 'name': 'Kompas.com', 'id': '23343960'}]",,,,
1494853808517615623,1494852256348270593,2022-02-19 08:58:15 WIB,2022-02-19,08:58:15,+0700,293623985,harypadjala,dhiny,,tapi tidak usah heran pada kondisi ini.. jangankan binomo yg punya duit besar.. bandar togel level kabupaten saja masih banyak yg bisa bebas beroperasi dengan kisah legenda bekingan masing2..,in,[],[],[],0,0,0,[],[],https://twitter.com/harypadjala/status/1494853808517615623,False,,0,,,,,,,,[],,,,
